"Job_Title","Company_Name","City_State","Company_Rating","salary_Range","Post_Date","hourly","min_salary","max_salary","avg_salary","job_state","PD_Hourly","job_simp","seniority"
"Research Data Scientist","Facebook","Menlo Park, CA",4.6,"$108K-$174K (Glassdoor Est.)","24h",0,108,174,141,"CA",
