"Job_Title","Company_Name","City_State","Company_Rating","salary_Range","Post_Date","sal_hourly","min_salary","max_salary","avg_salary","job_state","pd_hourly","job_simp","seniority"
"Research Scientist, Economics","Facebook","Seattle, WA",4.6,"$112K-$209K (Glassdoor Est.)","24h",0,112,209,160.5,"WA",24,"na","na"
"Post Doctorate RA - Data Science (Machine Learning and Deep Learning)","PNNL","Seattle, WA",3.9,"$101K-$175K (Glassdoor Est.)","12d",0,101,175,138,"WA",288,"mle","na"
"Data & Applied Sciences / Data Analyst 2","Microsoft","Redmond, WA",4.3,"$55K-$104K (Glassdoor Est.)","12d",0,55,104,79.5,"WA",288,"analyst","na"
"Applied Scientist - Denied Party Screening","Amazon","Seattle, WA",3.9,"$35K-$207K (Glassdoor Est.)","21d",0,35,207,121,"WA",504,"na","na"
"Data Engineer, Woot!","Woot.com LLC","Seattle, WA",3.9,"$75K-$118K (Glassdoor Est.)","12d",0,75,118,96.5,"WA",288,"data engineer","na"
"Senior Data Scientist","Stackline","Seattle, WA",3.8,"$119K-$188K (Glassdoor Est.)","6d",0,119,188,153.5,"WA",144,"data scientist","senior"
"Lead Data Scientist","Change Healthcare","Seattle, WA",2.8,"$106K-$174K (Glassdoor Est.)","25d",0,106,174,140,"WA",600,"data scientist","senior"
"Senior Machine Learning Scientist","Flexport","Bellevue, WA",3.5,"$139K-$229K (Glassdoor Est.)","24h",0,139,229,184,"WA",24,"mle","senior"
"Senior Scientist, Data Analytics","Seattle Genetics","Bothell, WA",4.1,"$117K-$183K (Glassdoor Est.)","13d",0,117,183,150,"WA",312,"na","senior"
"Data & Applied Sciences / Senior Data Analyst","Microsoft","Redmond, WA",4.3,"$103K-$188K (Glassdoor Est.)","12d",0,103,188,145.5,"WA",288,"analyst","senior"
"Senior Machine Learning Engineer","JPMorgan Chase Bank, N.A.","Seattle, WA",3.9,"$96K-$164K (Glassdoor Est.)","6d",0,96,164,130,"WA",144,"mle","senior"
"Applied Scientist, Home Innovation Team","Amazon","Seattle, WA",3.9,"$35K-$207K (Glassdoor Est.)","4d",0,35,207,121,"WA",96,"na","na"
"Lexion Senior Machine Learning Engineer - AI2 Incubator","Allen Institute for Artificial Intelligence","Seattle, WA",4.9,"$167K-$194K (Glassdoor Est.)","21d",0,167,194,180.5,"WA",504,"mle","senior"
"Senior Machine Learning Engineer","JPMorgan Chase Bank, N.A.","Seattle, WA",3.8,"$109K-$199K (Glassdoor Est.)","6d",0,109,199,154,"WA",144,"mle","senior"
"Senior Enterprise Data Scientist","Sinclair Broadcast Group","Seattle, WA",2.8,"$93K-$152K (Glassdoor Est.)","12d",0,93,152,122.5,"WA",288,"data scientist","senior"
"Sr. Applied Scientist - AWS AI","Amazon","Seattle, WA",3.9,"$129K-$198K (Glassdoor Est.)","4d",0,129,198,163.5,"WA",96,"na","senior"
"decision scientist lead, Data Democratization","Starbucks","Seattle, WA",3.8,"$114K-$181K (Glassdoor Est.)","5d",0,114,181,147.5,"WA",120,"na","senior"
"Data Science Manager, Messenger","Facebook","Seattle, WA",4.6,"$127K-$200K (Glassdoor Est.)","24h",0,127,200,163.5,"WA",24,"manager","na"
"Applied Scientist, Amazon Fashion","Amazon","Seattle, WA",3.9,"$35K-$207K (Glassdoor Est.)","12d",0,35,207,121,"WA",288,"na","na"
"Sr. Machine Learning Scientist","Amazon","Seattle, WA",3.9,"$129K-$198K (Glassdoor Est.)","3d",0,129,198,163.5,"WA",72,"mle","senior"
"Machine Learning Applied Scientist / Engineer","Microsoft","Redmond, WA",4.3,"$137K-$237K (Glassdoor Est.)","26d",0,137,237,187,"WA",624,"mle","na"
"SOFTWARE DEVELOPER/DATA SCIENTIST (TEMPORARY)","UW Medicine","Seattle, WA",3.5,"$81K-$136K (Glassdoor Est.)","13d",0,81,136,108.5,"WA",312,"data scientist","na"
"Senior Clinical Scientist - Cell Therapy","Bristol Myers Squibb","Seattle, WA",4.1,"$ 34-$ 59 Per Hour(Glassdoor Est.)","14d",1,68,118,46.5,"WA",336,"na","senior"
"Principal Scientist, Informatics and Predictive Sciences","Bristol Myers Squibb","Seattle, WA",4.1,"$119K-$200K (Glassdoor Est.)","3d",0,119,200,159.5,"WA",72,"na","senior"
"Sr Machine Learning Scientist","Amazon","Seattle, WA",3.9,"$130K-$199K (Glassdoor Est.)","5d",0,130,199,164.5,"WA",120,"mle","senior"
"RESEARCH SCIENTIST ENGINEER 1","University of Washington","Seattle, WA",4.2,"$25K-$56K (Glassdoor Est.)","12d",0,25,56,40.5,"WA",288,"na","na"
"Data Science Manager - Core Payments","Facebook","Seattle, WA",4.6,"$127K-$200K (Glassdoor Est.)","24h",0,127,200,163.5,"WA",24,"manager","na"
"MSAT Senior Scientist/Engineer Small Molecules API","Seattle Genetics","Bothell, WA",4.1,"$87K-$170K (Glassdoor Est.)","17d",0,87,170,128.5,"WA",408,"na","senior"
"Machine Learning Engineer","Change Healthcare","Seattle, WA",2.8,"$80K-$139K (Glassdoor Est.)","7d",0,80,139,109.5,"WA",168,"mle","na"
"Senior Clinical Data Analyst","Seattle Genetics","Seattle, WA",4.1,"$91K-$153K (Glassdoor Est.)","21d",0,91,153,122,"WA",504,"analyst","senior"
"Data Engineer I","Amazon.com Services LLC","Seattle, WA",3.9,"$80K-$126K (Glassdoor Est.)","12d",0,80,126,103,"WA",288,"data engineer","na"
"Senior Data Engineer, Data Engineering","Walt Disney Company","Seattle, WA",4.1,"$109K-$191K (Glassdoor Est.)","24h",0,109,191,150,"WA",24,"data engineer","senior"
"Associate Scientist - Senior Associate Scientist, Cell Therapy Process Development","Bristol Myers Squibb","Seattle, WA",4.1,"$56K-$100K (Glassdoor Est.)","24d",0,56,100,78,"WA",576,"na","senior"
"Senior Machine Learning Engineer","Zillow Group","Seattle, WA",4,"$142K-$234K (Glassdoor Est.)","12d",0,142,234,188,"WA",288,"mle","senior"
"data analyst, Data Democratization","Starbucks","Seattle, WA",3.8,"$76K-$129K (Glassdoor Est.)","5d",0,76,129,102.5,"WA",120,"analyst","na"
"Applied Scientist - Forecasting","Amazon.com Services LLC","Seattle, WA",3.9,"$35K-$207K (Glassdoor Est.)","12d",0,35,207,121,"WA",288,"na","na"
"Data Analyst","Logic20/20","Seattle, WA",3.5,"$43K-$80K (Glassdoor Est.)","25d",0,43,80,61.5,"WA",600,"analyst","na"
"Data Engineer - Python, Databricks & Azure (Remote/Contract)","Logic20/20","Seattle, WA",3.5,"$68K-$123K (Glassdoor Est.)","17d",0,68,123,95.5,"WA",408,"data engineer","na"
"Applied Scientist - Alexa Education","Amazon","Seattle, WA",3.9,"$35K-$207K (Glassdoor Est.)","25d",0,35,207,121,"WA",600,"na","na"
"Data Engineer, Analytics Lead (Ad Monetization and Delivery)","Facebook","Seattle, WA",4.6,"$139K-$225K (Glassdoor Est.)","24h",0,139,225,182,"WA",24,"data engineer","senior"
"Senior Machine Learning Engineer","Amazon","Seattle, WA",3.9,"$129K-$198K (Glassdoor Est.)","16d",0,129,198,163.5,"WA",384,"mle","senior"
"DATA ANALYST","UW Medicine","Seattle, WA",3.5,"$44K-$77K (Glassdoor Est.)","13d",0,44,77,60.5,"WA",312,"analyst","na"
"Senior Data Analyst - Intelligence","Compass","Seattle, WA",3.9,"$55K-$105K (Glassdoor Est.)","24h",0,55,105,80,"WA",24,"analyst","senior"
"Senior ML Scientist","Amazon","Seattle, WA",3.9,"$116K-$180K (Glassdoor Est.)","17d",0,116,180,148,"WA",408,"na","senior"
"Senior Applied Scientist-Machine Learning","Qualtrics","Seattle, WA",3.8,"$143K-$240K (Glassdoor Est.)","14d",0,143,240,191.5,"WA",336,"mle","senior"
"Data Science Manager, Analytics Ads & Business Platform","Facebook","Seattle, WA",4.6,"$127K-$200K (Glassdoor Est.)","24h",0,127,200,163.5,"WA",24,"manager","na"
"Software Developer/Data Scientist (Temporary)","University of Washington","Seattle, WA",4.2,"$73K-$124K (Glassdoor Est.)","13d",0,73,124,98.5,"WA",312,"data scientist","na"
"Senior Applied Scientist , Machine Learning","Amazon","Seattle, WA",3.9,"$129K-$198K (Glassdoor Est.)","13d",0,129,198,163.5,"WA",312,"mle","senior"
"Data Engineer","Invitae","Seattle, WA",3.6,"$68K-$123K (Glassdoor Est.)","3d",0,68,123,95.5,"WA",72,"data engineer","na"
"Senior Applied Scientist, Deep Learning","Amazon","Seattle, WA",3.9,"$129K-$198K (Glassdoor Est.)","10d",0,129,198,163.5,"WA",240,"na","senior"
"Senior Data Scientist","Microsoft","Redmond, WA",4.3,"$123K-$190K (Glassdoor Est.)","7d",0,123,190,156.5,"WA",168,"data scientist","senior"
"Senior Applied Scientist - Machine Learning","Amazon","Seattle, WA",3.9,"$129K-$198K (Glassdoor Est.)","18d",0,129,198,163.5,"WA",432,"mle","senior"
"Sr. Applied Scientist","Amazon","Seattle, WA",3.9,"$40K-$278K (Glassdoor Est.)","24h",0,40,278,159,"WA",24,"na","senior"
"Data Manager / Scientist","Integral Consulting Inc.","Seattle, WA",3.8,"$25K-$52K (Glassdoor Est.)","3d",0,25,52,38.5,"WA",72,"manager","na"
"Senior Data Scientist","ASSURANCE","Seattle, WA",3.6,"$98K-$159K (Glassdoor Est.)","12d",0,98,159,128.5,"WA",288,"data scientist","senior"
"Data Engineering Manager, Analytics","Facebook","Seattle, WA",4.6,"$130K-$211K (Glassdoor Est.)","24h",0,130,211,170.5,"WA",24,"data engineer","na"
"Principal Scientist, CAR/TCR Biology","Bristol Myers Squibb","Seattle, WA",4.1,"$138K-$228K (Glassdoor Est.)","24d",0,138,228,183,"WA",576,"na","senior"
"Senior Applied Machine Learning Scientist, Retail Pricing","Amazon","Seattle, WA",3.9,"$129K-$198K (Glassdoor Est.)","9d",0,129,198,163.5,"WA",216,"mle","senior"
"Senior Machine Learning Scientist, Amazon Alexa AI","Amazon","Seattle, WA",3.9,"$130K-$199K (Glassdoor Est.)","12d",0,130,199,164.5,"WA",288,"mle","senior"
"Azure Data Engineer","Infotree Service Inc","Seattle, WA",3.7,"$81K-$148K (Glassdoor Est.)","5d",0,81,148,114.5,"WA",120,"data engineer","na"
"Senior Research Associate or Associate Scientist, Viral Vector Process Development","Bristol Myers Squibb","Seattle, WA",4.1,"$84K-$144K (Glassdoor Est.)","24h",0,84,144,114,"WA",24,"na","senior"
"Senior/Staff Machine Learning Scientist","Compass","Seattle, WA",3.9,"$127K-$212K (Glassdoor Est.)","24h",0,127,212,169.5,"WA",24,"mle","senior"
"Associate Scientist, Cellular Phenotype","Bristol Myers Squibb","Seattle, WA",4.1,"$59K-$103K (Glassdoor Est.)","6d",0,59,103,81,"WA",144,"na","na"
"Senior Machine Learning Applied Scientist - Video Shopping","Amazon","Seattle, WA",3.9,"$129K-$198K (Glassdoor Est.)","17d",0,129,198,163.5,"WA",408,"mle","senior"
"Data Analyst","Microsoft","Redmond, WA",4.3,"$62K-$113K (Glassdoor Est.)","24h",0,62,113,87.5,"WA",24,"analyst","na"
"Machine Learning Engineers & Scientists, Facebook Conversational AI","Facebook","Redmond, WA",4.6,"$81K-$144K (Glassdoor Est.)","26d",0,81,144,112.5,"WA",624,"mle","na"
"Senior Data Analyst - Listings","Compass","Seattle, WA",3.9,"$55K-$105K (Glassdoor Est.)","24h",0,55,105,80,"WA",24,"analyst","senior"
"Staff Data Engineer","SADA","Seattle, WA",4.8,"$85K-$156K (Glassdoor Est.)","26d",0,85,156,120.5,"WA",624,"data engineer","na"
"Senior Machine Learning Engineer","Change Healthcare","Seattle, WA",2.8,"$116K-$195K (Glassdoor Est.)","12d",0,116,195,155.5,"WA",288,"mle","senior"
"Senior Machine-Learning Engineer, Conversational Intelligence","Outreach","Seattle, WA",3.9,"$118K-$196K (Glassdoor Est.)","21d",0,118,196,157,"WA",504,"na","senior"
"Senior Machine Learning Engineer, Knowledge Situational Awareness","Outreach","Seattle, WA",3.9,"$121K-$201K (Glassdoor Est.)","24d",0,121,201,161,"WA",576,"mle","senior"
"Senior Data Analyst - Patient-Centered Research","Evidera","Seattle, WA",3.9,"$88K-$150K (Glassdoor Est.)","12d",0,88,150,119,"WA",288,"analyst","senior"
"Senior Computational Biologist (Machine Learning)","Novo Nordisk","Seattle, WA",4.2,"$150K-$254K (Glassdoor Est.)","24d",0,150,254,202,"WA",576,"mle","senior"
"Senior Machine Learning Engineer, Ads Measurement Modeling","Pinterest","Seattle, WA",3.9,"$167K-$278K (Glassdoor Est.)","18d",0,167,278,222.5,"WA",432,"mle","senior"
"Scientist I","Astellas Pharmaceuticals","Seattle, WA",3.7,"$56K-$118K (Glassdoor Est.)","27d",0,56,118,87,"WA",648,"na","na"
"Principal Scientist, Engineered T Cell Biology","Bristol Myers Squibb","Seattle, WA",4.1,"$112K-$189K (Glassdoor Est.)","24d",0,112,189,150.5,"WA",576,"na","senior"
"Bellevue Data Science Tutor Jobs","Varsity Tutors","Bellevue, WA",4.1,"$ 13-$ 31 Per Hour(Glassdoor Est.)","6d",1,26,62,22,"WA",144,"na","na"
"AZURE DATA ENGINEER","University of Washington","Seattle, WA",4.2,"$66K-$119K (Glassdoor Est.)","12d",0,66,119,92.5,"WA",288,"data engineer","na"
"Associate Scientist, Process Development - Cell Therapy","Bristol Myers Squibb","Seattle, WA",4.1,"$57K-$101K (Glassdoor Est.)","24d",0,57,101,79,"WA",576,"na","na"
"Associate Scientist, Preclinical Biology - Late Stage In vitro","Bristol Myers Squibb","Seattle, WA",4.1,"$57K-$101K (Glassdoor Est.)","24d",0,57,101,79,"WA",576,"na","na"
"Senior Software Engineer - Spark/Big Data Analytics","IronNet Cybersecurity","Seattle, WA",4.2,"$91K-$182K (Glassdoor Est.)","5d",0,91,182,136.5,"WA",120,"na","senior"
"Staff Machine Learning Scientist","Compass","Seattle, WA",3.9,"$111K-$186K (Glassdoor Est.)","24h",0,111,186,148.5,"WA",24,"mle","na"
"Bioinformatics Data Engineer","Allen Institute for Immunology","Seattle, WA",3.8,"$59K-$110K (Glassdoor Est.)","1d",0,59,110,84.5,"WA",24,"data engineer","na"
"Data Engineer","Amazon","Seattle, WA",3.9,"$83K-$128K (Glassdoor Est.)","24h",0,83,128,105.5,"WA",24,"data engineer","na"
"Big Data Engineer","Amazon","Seattle, WA",3.9,"$83K-$128K (Glassdoor Est.)","25d",0,83,128,105.5,"WA",600,"data engineer","na"
"Sr. Machine Learning Engineer","Zillow","Seattle, WA",4,"$135K-$172K (Glassdoor Est.)","12d",0,135,172,153.5,"WA",288,"mle","senior"
"Kirkland Data Science Tutor Jobs","Varsity Tutors","Kirkland, WA",4.1,"$ 13-$ 31 Per Hour(Glassdoor Est.)","6d",1,26,62,22,"WA",144,"na","na"
"Data & Applied Scientist Manager","Microsoft","Redmond, WA",4.3,"$147K-$220K (Glassdoor Est.)","10d",0,147,220,183.5,"WA",240,"manager","na"
"CRA/HMDA Data Analyst","Heritage Bank","Tacoma, WA",3.4,"$44K-$80K (Glassdoor Est.)","21d",0,44,80,62,"WA",504,"analyst","na"
"Senior Clinical Scientist - Myeloid.","Bristol Myers Squibb","Seattle, WA",4.1,"$ 34-$ 59 Per Hour(Glassdoor Est.)","13d",1,68,118,46.5,"WA",312,"na","senior"
"RESEARCH SCIENTIST","University of Washington","Seattle, WA",4.2,"$29K-$72K (Glassdoor Est.)","3d",0,29,72,50.5,"WA",72,"na","na"
"Senior Clinical Scientist - Myeloid","Bristol Myers Squibb","Seattle, WA",4.1,"$ 34-$ 59 Per Hour(Glassdoor Est.)","13d",1,68,118,46.5,"WA",312,"na","senior"
"Senior Computational Biologist (Machine Learning)","Novo Nordisk Pharmaceutical Industries","Seattle, WA",3.7,"$118K-$200K (Glassdoor Est.)","24d",0,118,200,159,"WA",576,"mle","senior"
"Principal Scientist, Discovery Biology Immune-Oncology and Cell Therapy","Bristol Myers Squibb","Seattle, WA",4.1,"$138K-$228K (Glassdoor Est.)","24d",0,138,228,183,"WA",576,"na","senior"
"Senior Applied Scientist - Economic Data","Zillow","Seattle, WA",4,"$30K-$157K (Glassdoor Est.)","12d",0,30,157,93.5,"WA",288,"na","senior"
"Senior Clinical Scientist - Hem/Oncology","Bristol Myers Squibb","Seattle, WA",4.1,"$ 34-$ 59 Per Hour(Glassdoor Est.)","14d",1,68,118,46.5,"WA",336,"na","senior"
"JPSC-7555 - Data Engineer with testing","Avani Technology Solutions","Seattle, WA",4.5,"$54K-$100K (Glassdoor Est.)","15d",0,54,100,77,"WA",360,"data engineer","na"
"Implementation Research Scientist","RTI International","Seattle, WA",4.4,"$39K-$90K (Glassdoor Est.)","24h",0,39,90,64.5,"WA",24,"na","na"
"RESEARCH SCIENTIST","UW Medicine","Seattle, WA",3.5,"$25K-$57K (Glassdoor Est.)","11d",0,25,57,41,"WA",264,"na","na"
"Geospatial Data Analyst","Tetra Tech","Bothell, WA",3.7,"$42K-$74K (Glassdoor Est.)","27d",0,42,74,58,"WA",648,"analyst","na"
"Redmond Data Science Tutor Jobs","Varsity Tutors","Redmond, WA",4.1,"$ 13-$ 31 Per Hour(Glassdoor Est.)","6d",1,26,62,22,"WA",144,"na","na"
"Business Data Analyst","iconvergence","Bellevue, WA",5,"$45K-$89K (Glassdoor Est.)","14d",0,45,89,67,"WA",336,"analyst","na"
"Principal Scientist, Immune Oncology and Cellular Therapy Translational Development","Bristol Myers Squibb","Seattle, WA",4.1,"$130K-$212K (Glassdoor Est.)","24d",0,130,212,171,"WA",576,"na","senior"
"Research Scientist","Novo Nordisk Pharmaceutical Industries","Seattle, WA",3.7,"$56K-$122K (Glassdoor Est.)","26d",0,56,122,89,"WA",624,"na","na"
"Video Processing and 3D Computer Vision Engineer/Scientist","Compass","Seattle, WA",3.9,"$90K-$175K (Glassdoor Est.)","5d",0,90,175,132.5,"WA",120,"na","na"
"data analyst, Analytics & Insights","Starbucks","Seattle, WA",3.8,"$60K-$107K (Glassdoor Est.)","5d",0,60,107,83.5,"WA",120,"analyst","na"
"Senior Data Scientist","Change Healthcare","Seattle, WA",2.8,"$131K-$207K (Glassdoor Est.)","16d",0,131,207,169,"WA",384,"data scientist","senior"
"Strategy Data Analyst","Amazon","Seattle, WA",3.9,"$34K-$71K (Glassdoor Est.)","6d",0,34,71,52.5,"WA",144,"analyst","na"
"Manager, Data Science","Amazon","Seattle, WA",3.9,"$93K-$148K (Glassdoor Est.)","24h",0,93,148,120.5,"WA",24,"manager","na"
"Post Market Surveillance Data Analyst","Philips","Bothell, WA",3.7,"$50K-$92K (Glassdoor Est.)","24h",0,50,92,71,"WA",24,"analyst","na"
"Business Intelligence Analyst, eCommerce","Unilever","Seattle, WA",4,"$53K-$108K (Glassdoor Est.)","12d",0,53,108,80.5,"WA",288,"analyst","na"
"Research Scientist - Computer Vision and Machine Learning","Facebook","Redmond, WA",4.6,"$107K-$205K (Glassdoor Est.)","24h",0,107,205,156,"WA",24,"mle","na"
"Research Scientist","Allen Institute for Artificial Intelligence","Seattle, WA",4.9,"$147K-$168K (Glassdoor Est.)","9d",0,147,168,157.5,"WA",216,"na","na"
"Research Scientist, Artificial Intelligence (PhD)","Facebook","Seattle, WA",4.6,"$73K-$137K (Glassdoor Est.)","24h",0,73,137,105,"WA",24,"na","na"
"Senior Risk Data Analyst","OfferUp","Bellevue, WA",3.3,"$83K-$147K (Glassdoor Est.)","12d",0,83,147,115,"WA",288,"analyst","senior"
"CURRICULUM DATA ANALYST","University of Washington","Seattle, WA",4.2,"$43K-$76K (Glassdoor Est.)","12d",0,43,76,59.5,"WA",288,"analyst","na"
"AZURE DATA ENGINEER","UW Medicine","Seattle, WA",3.5,"$73K-$130K (Glassdoor Est.)","18d",0,73,130,101.5,"WA",432,"data engineer","na"
"Senior Data Scientist","Discovery Communications","Bellevue, WA",3.7,"$145K-$228K (Glassdoor Est.)","6d",0,145,228,186.5,"WA",144,"data scientist","senior"
"Senior Data Engineer, Data Platform Engineering","Walt Disney Company","Seattle, WA",4.1,"$109K-$191K (Glassdoor Est.)","24h",0,109,191,150,"WA",24,"data engineer","senior"
"Data Engineer - Prime Video","Amazon","Seattle, WA",3.9,"$83K-$128K (Glassdoor Est.)","5d",0,83,128,105.5,"WA",120,"data engineer","na"
"Research Scientist","Amazon","Seattle, WA",3.9,"$93K-$166K (Glassdoor Est.)","24h",0,93,166,129.5,"WA",24,"na","na"
"Applied Scientist 2","Microsoft","Bellevue, WA",4.3,"$28K-$143K (Glassdoor Est.)","7d",0,28,143,85.5,"WA",168,"na","na"
"Business or Data Analyst | Remote","Softcom Systems","Seattle, WA",4.3,"$56K-$100K (Glassdoor Est.)","21d",0,56,100,78,"WA",504,"analyst","na"
"Senior Clinical Scientist -Myeloid 2 & Non-Malignant Heme","Bristol Myers Squibb","Seattle, WA",4.1,"$ 36-$ 62 Per Hour(Glassdoor Est.)","14d",1,72,124,49,"WA",336,"na","senior"
"Business Data Analyst","HCL","Bellevue, WA",3.5,"$43K-$82K (Glassdoor Est.)","10d",0,43,82,62.5,"WA",240,"analyst","na"
"Senior Scientist , CAR T and TCR Biology","Bristol Myers Squibb","Seattle, WA",4.1,"$97K-$161K (Glassdoor Est.)","24d",0,97,161,129,"WA",576,"na","senior"
"Data Engineer - WW OPS compensation","Amazon","Seattle, WA",3.9,"$83K-$128K (Glassdoor Est.)","4d",0,83,128,105.5,"WA",96,"data engineer","na"
"Senior Deep Learning Scientist, Perception - Autonomous Vehicles","NVIDIA","Redmond, WA",4.7,"$148K-$246K (Glassdoor Est.)","5d",0,148,246,197,"WA",120,"na","senior"
"MEDICAL LABORATORY SCIENTIST 1 OR TRAINEE (FULL-TIME, EVENINGS)","University of Washington","Seattle, WA",4.2,"$ 18-$ 24 Per Hour(Glassdoor Est.)","10d",1,36,48,21,"WA",240,"na","na"
"Senior Deep Learning Scientist, Prediction - Autonomous Vehicles","NVIDIA","Redmond, WA",4.7,"$148K-$246K (Glassdoor Est.)","5d",0,148,246,197,"WA",120,"na","senior"
"Machine Learning Engineer","CSI Interfusion Inc","Redmond, WA",2.9,"$74K-$128K (Glassdoor Est.)","17d",0,74,128,101,"WA",408,"mle","na"
"Director/VP, Data Science, Business Opportunities","Facebook","Seattle, WA",4.6,"$262K-$412K (Glassdoor Est.)","27d",0,262,412,337,"WA",648,"director","na"
"Senior Data Analyst, Tax Technology","Amazon","Seattle, WA",3.9,"$43K-$89K (Glassdoor Est.)","12d",0,43,89,66,"WA",288,"analyst","senior"
"Senior Director of Data","Glossier","Seattle, WA",3.4,"$113K-$223K (Glassdoor Est.)","3d",0,113,223,168,"WA",72,"director","senior"
"R&D Scientist - Topical Process and Product Development","Lazarus Naturals","Seattle, WA",2.3,"$79K-$137K (Glassdoor Est.)","20d",0,79,137,108,"WA",480,"na","na"
"ERM Quantitative Analyst","BECU","Tukwila, WA",3.8,"$54K-$114K (Glassdoor Est.)","17d",0,54,114,84,"WA",408,"analyst","na"
"Data Engineer - AWS Product BI","Amazon","Seattle, WA",3.9,"$83K-$128K (Glassdoor Est.)","4d",0,83,128,105.5,"WA",96,"data engineer","na"
"Principal Machine Learning Scientist","Amazon.com Services LLC","Seattle, WA",3.9,"$183K-$280K (Glassdoor Est.)","12d",0,183,280,231.5,"WA",288,"mle","senior"
"Data Engineer II, AIR BI, Amazon AIR","Amazon","Seattle, WA",3.9,"$89K-$136K (Glassdoor Est.)","14d",0,89,136,112.5,"WA",336,"data engineer","na"
"Data Engineer, Analytics (Family Ecosystems)","Facebook","Seattle, WA",4.6,"$107K-$175K (Glassdoor Est.)","26d",0,107,175,141,"WA",624,"data engineer","na"
"Business Data Analyst","C2S Technologies","Redmond, WA",3.4,"$43K-$84K (Glassdoor Est.)","3d",0,43,84,63.5,"WA",72,"analyst","na"
"People Team Data Analyst","Point B","Seattle, WA",3.9,"$62K-$108K (Glassdoor Est.)","17d",0,62,108,85,"WA",408,"analyst","na"
"Scientist I Single cell computational biology","Allen Institute","Seattle, WA",3.8,"$68K-$111K (Glassdoor Est.)","5d",0,68,111,89.5,"WA",120,"na","na"
"Senior Data Scientist","Assurance Careers","Seattle, WA",3,"$129K-$210K (Glassdoor Est.)","27d",0,129,210,169.5,"WA",648,"data scientist","senior"
"Data Analyst, Adobe Analytics","Logic20/20","Seattle, WA",3.5,"$50K-$89K (Glassdoor Est.)","14d",0,50,89,69.5,"WA",336,"analyst","na"
